reference,value,footprint,manufacturer,manufacturer_part,supplier_number,physical_pin,pin_function,pin_type,connected_net,functional_block,model_category,model_file,model_subcircuit,model_terminal_order,model_confidence,simulation_status
R25,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S1,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R26,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T2,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R26,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S1,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R27,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R27,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,S2,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R28,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T2,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R28,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S2,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R29,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T3,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R29,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S2,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R30,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R30,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,S3,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R31,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T3,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R31,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S3,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R32,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T4,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R32,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S3,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R33,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R33,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,S4,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R34,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,T4,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R34,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,S4,membrane capacitance selector,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R35,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Net-(R35-Pad1),membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R35,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R36,2.2MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-072M2L,C138015,1,1_1,passive,V_Threshold,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R36,2.2MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-072M2L,C138015,2,2_2,passive,/AP_Gate,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R37,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,VDD,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R37,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,/AP_Gate,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R38,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R38,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,AP,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R39,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,GNDREF,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R39,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,/Vkick,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R40,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,1,1_1,passive,Net-(R40-Pad1),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R40,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,2,2_2,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R41,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R41,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,2,2_2,passive,Net-(U2C-VIND+),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R42,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,Net-(U2C-VIND+),membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R42,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R43,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,Net-(U2C-VIND-),membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R43,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,V_Leak,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R44,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,1,1_1,passive,Net-(U2C-VIND-),adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R44,200kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07200KL,C114763,2,2_2,passive,/Adapt,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R45,330kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07330KL,C138006,1,1_1,passive,/Adapt,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R45,330kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07330KL,C138006,2,2_2,passive,Net-(D6-A),adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R46,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R46,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,/Adapt_Current_Sink,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R47,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,/Adapt_Base,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R47,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Vw_buff,adaptation,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R48,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,/Adapt_Base,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R48,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R49,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,/Rising_AP,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R49,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R50,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,GNDREF,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R50,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,Spike_Pulse,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R51,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R51,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Peak_Window,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R52,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,Net-(U14-NO),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R52,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,V_Peak_Drive,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R53,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,VDD,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R53,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Net-(U6C-INC-),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R54,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,1,1_1,passive,/Reset_Timer_Discharge,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R54,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,2,2_2,passive,Net-(U6C-INC-),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R55,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R55,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Reset_Window,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R56,270kΩ,JLCPCB:R_0402,EVER OHMS(天二科技),CR0402F270KQ10Z,C881205,1,1_1,passive,Net-(U6C-INC+),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R56,270kΩ,JLCPCB:R_0402,EVER OHMS(天二科技),CR0402F270KQ10Z,C881205,2,2_2,passive,VDD,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R57,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,Net-(U6C-INC+),"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R57,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,Reset_Window,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R58,220kΩ,JLCPCB:R_0402,SAE(世盟/世爱),1RC0402F2203,C54530776,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R58,220kΩ,JLCPCB:R_0402,SAE(世盟/世爱),1RC0402F2203,C54530776,2,2_2,passive,Net-(U6C-INC+),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R59,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R59,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,/Reset_Injection_Enable,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R60,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,/Reset_Gated_Drive,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R60,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R61,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,1,1_1,passive,Net-(Q7-D),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R61,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,2,2_2,passive,Net-(D9-B-),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R62,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,1,1_1,passive,Net-(Q7-D),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R62,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,2,2_2,passive,Net-(D9-G-),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R63,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,1,1_1,passive,Net-(Q8-Pad3),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R63,2kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C4109,2,2_2,passive,Net-(D9-R-),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R64,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,Net-(Q8-Pad1),membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R64,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R65,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,Net-(Q8-Pad1),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R65,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R66,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Net-(U15-NO),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R66,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R67,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Net-(U15-IN),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R67,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,Net-(D10-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R68,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R68,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(D10-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R69,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Syn1_Spike,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R69,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Net-(D10-A),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R70,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Net-(U16-NO),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R70,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R71,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Net-(U16-IN),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R71,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,Net-(D12-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R72,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R72,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(D12-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R73,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Syn2_Spike,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R73,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Net-(D12-A),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R74,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Net-(U17-NO),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R74,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R75,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Net-(U17-IN),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R75,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,Net-(D14-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R76,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R76,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(D14-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R77,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Syn3_Spike,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R77,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Net-(D14-A),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R78,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Net-(U18-NO),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R78,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R79,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Net-(U18-IN),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R79,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,Net-(D16-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R80,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,GNDREF,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R80,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(D16-A),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R81,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,1,1_1,passive,Syn4_Spike,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R81,22kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0722KL,C82868,2,2_2,passive,Net-(D16-A),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R82,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,1,1_1,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R82,10kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0710KL,C60490,2,2_2,passive,Net-(R82-Pad2),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R83,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,V_Syn_State,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R83,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,Net-(U1C-VIND+),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R84,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,Vm_Int,membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R84,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,Net-(U1C-VIND+),membrane leak and integration,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R85,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,VREF_1V024,power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R85,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,Net-(U1C-VIND-),power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R86,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,Net-(U1C-VIND-),signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R86,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,/V_Syn_Drive,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R87,47kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0747KL,C93943,1,1_1,passive,/V_Syn_Drive,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R87,47kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-0747KL,C93943,2,2_2,passive,Vm_Int,signed synapses,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R88,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,VDD,miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R88,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,2,2_2,passive,Net-(U19-OUT),miscellaneous schematic support,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R89,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,1,1_1,passive,Net-(U19-OUT),"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R89,100Ω,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100RL,C106232,2,2_2,passive,Spike_Out,"threshold, AP, peak, reset and spike output",ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R90,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,1,1_1,passive,VREF_1V024,power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R90,1MΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071ML,C138033,2,2_2,passive,V_Stim_Cmd,power and precision references,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R91,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,1,1_1,passive,Stimulus_Ext,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R91,1kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-071KL,C106235,2,2_2,passive,V_Stim_Cmd,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
R92,100kΩ,JLCPCB:R_0402,YAGEO(国巨),RC0402FR-07100KL,C60491,1,1_1,passive,Vm_Int,external stimulus,ordinary passive instantiated directly,,,,high,direct resistor with tolerance support
